"Name","title","gender_id","birth_year","death_year","data_source_id","notes"
Fred Thompson,NA,1,NA,1893,1,"76 Gloucester Terrace, Hyde Park"
Frederick Thompson,NA,1,NA,1885,1,"South Parade, Wakefield"
George C Thompson,NA,1,NA,NA,1,"Haswell Terrace, CardiffPreswylfe, Cardiff [1872]"
Joseph Thompson,NA,1,NA,NA,1,"Beech Grove, Bowdon, near Manchester"
Richard John Thompson,Dr,1,NA,NA,1,Thirby Hall
W Thompson (2),NA,1,NA,NA,1,
Christian JÃ¼rgensen Thomsen,Le Chevalier,1,1788,1865,1,Copenhagen
John Thomson,NA,1,1837,1921,1,"Singapore c/o John Simpson Esq., Messrs Duncan and Flockhart, 52 North Bridge Edinburgh70a Grosvenor Street, W [1892]"
L E Threlkeld,Revd.,1,1788,1859,1,Sydney NS Wales
J  T Thresh,NA,1,NA,NA,1,"Old Palace, Richmond, SW"
John Thrupp,NA,1,1817,1870,1,"7 Warwick Square, Pimlico [1862]Sunnyside Dorking... Bell Yard, Doctor's Commons [1867]"
Edward Thurlow,Revd.,1,NA,NA,1,Athenaeum [1862]
John Thurnam,NA,1,1810,1873,1,Devizes   Wilts County Lunatic Asylum 
Richard Hill Tiddeman,NA,1,1842,1917,1,"28 Jermyn St, SW"
Samuel Timmins,NA,1,1826,1902,1,"Elvetham Lodge, Edgbaston, BirminghamHill Cottage, Fillongley, Coventry [1885]"
x Tinsley,Dr,1,NA,NA,1,Worcester
E Tinsley,NA,1,NA,1866,1,"Catherine Street, Strand"
John Tolhurst,NA,1,NA,NA,1,"Glenbrook, Beckenham, Kent60 Tooley Street, SE [1867]Glenbrook, Beckenham, Kent [1883]"
C D Tolme,NA,1,NA,NA,1,"20 Queen Square Bloomsbury [1862]"
x Tonna,NA,1,1812,1857,1,
James Tonnere,NA,1,NA,NA,1,
William Tooke,NA,1,1777,1863,1,"[12 Russell Sq., WC] SEAMC list"
Albert Tootal,NA,1,1838,1893,1,"Rio de Janeiro, c/o 6 Gt St Helens [1867]Rio de Janeiro, c/o G.B. Mee, 9a Great St Helen's, EC [1875]"
John Towers,NA,1,NA,NA,1,"Berkeley Villas, Loughboro' Park, Surrey"
Frederick Travers,NA,1,1808,1876,1,Poole
S  Smith Travers,NA,1,1826,1888,1,"Swithin's Lane, EC"
William Travers,NA,1,1838,NA,1,"Charing Cross Hospital, WC1 Bath Place, Kensington, W [1867]25 Lower Phillimore Place, Kensington, W [1869]"
Arthur Trevelyan,NA,1,NA,1880,1,"Teinholm house, Tranent, NB"
Edward Andrew Trevor,Lieut.,1,1839,1886,1,"R.E. Lahore, Punjab, India"
Nicolas Trubner,NA,1,1817,1884,1,"12 Paternoster Row [1857]60 Paternoster Row [1862]59 Ludgate hill, EC [1875]"
Gregory Tschurowsky,Prof. Emeritus,1,1804,1884,1,Moscow
Charles jun Tuckett,NA,1,NA,1875,1,"British Museum, WC"
Thomas Harrington Tuke,NA,1,1826,1888,1,"Chiswick [1862]37 Albermarle St and Manor House, Chiswick"
x Tumangung of Jehore,His Highness the Maharaja,1,NA,NA,1,Singapore
Arthur Chilver Tupper,Capt.,1,1816,1876,1,"75 Victoria Street, SW"
James Turle,Dr,1,1832,1905,1,"Burlington House, Boundary Road, NW"
Henry John Turner,NA,1,NA,NA,1,"15 Provost Rd Haverstock Hill"
John Turner,NA,1,NA,NA,1,
William F J Turner,NA,1,1831,1894,1,"9 Melville St., Ryde, Isle of Wight"
William Wadden Turner,Prof.,1,1810,1859,1,American Ethnological Society
Arthur Turrell,NA,1,1846,1898,1,New York
John Twiner,NA,1,NA,NA,1,
William Twining,Dr,1,NA,NA,1,
H K Twyford,Capt.,1,NA,NA,1,"Junior United Service ClubEast Cosham House, Cosham, Hants. [1866]"
Carl Wilhelm Ferdinand Uhde,NA,1,1813,1885,1,BerlinBrunswick [1866]
John Underwood,NA,1,NA,NA,1,"Hastings [1862]Robertson Street, Hastings [1867]"
x University Library,NA,2,NA,NA,1,St Andrews
Herbert Taylor Ussher,NA,1,1836,1880,1,"Lagos, W. Africa"
John Ussher,NA,1,NA,NA,1,"Arthurs Club St James St54 Belgrave Road, Pimlico [1867]"
Arthur Vacher,NA,1,NA,NA,1,"29 Parliament St. SW"
J J C Valpy,Revd.,1,1828,NA,1,"Elsing Rectory, Norfolk"
Armenius Vambery,Prof.,1,1832,1913,1,Pesth
George Vaughan,NA,1,NA,NA,1,Singapore
Jonas Daniel Vaughan,NA,1,1825,1891,1,"2 Vernon Pl Bloomsbury... Singapore"
William Sandys Wright Vaux,NA,1,1818,1885,1,"British Museum. WC4 St Martin's Place, WC [1872]"
Gonzalez Velasco,Prof.,1,1815,1882,1,"90 Calle de Atocha, Madrid"
George Venables Vernon,NA,1,NA,1878,1,"10 Osborne Place, Old Trafford, Manchester1 Osborne Place, Old Trafford, Manchester [1872]"
Paul Vibraye,Marquis de,1,1809,1878,1,Abbeville and Paris
Henry Vignaud,NA,1,1830,1922,1,"21 Avenue d'Antin, Paris"
Edouard J Villin,NA,1,1832,1922,1,"9 Longstone Terrace, East Greenwich16 Ashburham terrace, Greenwich [Aug. 1866]"
Rudolph Virchow,Prof.,1,1821,1902,1,Berlin
Julio Vizcarrondi,NA,1,NA,NA,1,"4 Calle del Soldado, Madrid"
Carl Vogt,Prof.,1,1817,1895,1,Geneva
Benjamin Vulliamy,NA,1,1780,1854,1,
Thomas Francis Wade,His Excellency Sir,1,1818,1895,1,"Pekin China... 58 Upper Seymour Street Portman SquarePeking c/o Foreign Office, SWc/o R.B. Wade, 13 Seymour St, W. [1875]Pekin, 21 Charles street, Berkeley square [1879]Pekin, 13 Seymour Street, W [1881]"
Rudolph Wagner,Prof.,1,1805,1864,1,Gottingen
x Wagstaff,Dr,1,NA,NA,1,"21 Langham Place"
Theodore Waitz,Prof.,1,1821,1864,1,Marbourg
Alfred Wake,NA,1,NA,NA,1,Bombay
E T Wakefield,NA,1,NA,NA,1,"40 Pembridge Villas, Bayswater"
Cornelius Walford,NA,1,1827,1885,1,"Little Park, Enfield, NE [1866]Enfield House, Belsize Park Gardens, NW [1872]"
Alexander Walker,NA,1,1824,NA,1,"Preston Kirkbean, Dumfries"
Alexander Macnamee Walker,NA,1,NA,NA,1,"Sussex House, Royal Parade, Tunbridge Wells"
Charles Pyndar Beauchamp Walker,Col.,1,1817,1894,1,"97 Onslow Square [A3 and 1879]British Embassy, Berlin (c/o Foreign Office, SW)... 17 Onslow Square... and United Service Club, SW [Aug. 1866]c/o Foreign Office [1872]97 Onslow Square, SW... and United Services Club [1881]"
Edmund Walker,NA,1,NA,NA,1,"9 Cavendish Road, NW [9 Caversham Road, NW in list Aug 20 1866, list 1867.07.15][both exist, but looks as if Caversham is correct]"
George Walker,NA,1,NA,NA,1,"No. 11 Hamilton Square, Birkenhead"
James Walker,NA,1,1781,1862,1,
James Sydney Walker,NA,1,NA,1883,1,"45 Porchester Sq [1854]31 Lombard St [1862]The Bury Hunsdon Ware [1867]"
Robert Walker,NA,1,1823,1894,1,"4 Woodlands Road, Glasgow [1863]42 Carnarvon Street, Glasgow [1864]"
Thomas Walker,NA,1,1832,1896,1,"19 Gloucester Gardens, Hyde Park [1854][no address given in 1862]Beulah Rd Tunbridge Wells [1867]The Chestnuts, Tunbridge Wells [1885]Solway, Lyme Regis, Dorset [1888]"
Alfred Russel Wallace,NA,1,1823,1913,1,"9 St Mark's Crescent NW [1867]Holly House Tanner Street BarkingThe Dell, Grays, Essex [1872]Waldron Edge, Duppas hill, Croydon [1879]Pen y bryn, St Peter's Road, Croydon, SE [1881]Nutwood Cottage, Frith Hill, Godalming [1883]Corfe View, Parkeston, Dorset [1894]Broadstone, Wimborne, Dorset [1902]"
Joshua Walmsley,Capt.,1,1819,NA,1,"Govt. Resident Agent, Chantilly, Port Natal"
Phillipp Alexander Walther,Dr,1,1812,1887,1,Darmstadt
H C Walton,NA,1,1841,1872,1,"21B Savile Row, W"
J W Walton,NA,1,1818,1867,1,"21B Savile Row, W"
Rienzi G Walton,NA,1,1842,1900,1,"21B Savile Row, WBombay [Aug. 1866]"
James Alfred Wanklyn,NA,1,1834,1906,1,"London Institution, Finsbury Circus"
Charles Augustus Ward,NA,1,NA,NA,1,"1 Chapel Street, Mayfair, W"
Stephen Henry Ward,Dr,1,1818,1880,1,"28 Finsbury Circus [1862]"
Charles Warden,NA,1,NA,NA,1,"39 Temple St., Birmingham"
J  William Warden,NA,1,NA,NA,1,"Warwick Cottage, Park Village East, NW"
Samuel Hibbert Ware,NA,1,1782,1848,1,
James J Waring,NA,1,NA,NA,1,"Medical College, Savannah, Georgia, US"
Edward Warner,NA,1,1818,1875,1,"49 Grosvenor Place [1862]and Higham Hall Woodford Essex [1867]"
Thomas T P  Bruce Warren,NA,1,NA,NA,1,Mitcham Surrey
W Warrington,NA,1,NA,NA,1,
Richard Archer Warwick,NA,1,NA,NA,1,"5 Hill Rise, Richmond, SW"
Buchanan Washbourn,NA,1,NA,NA,1,"East Gate House, Gloucester"
Ottiwell Charles Waterfield,NA,1,1831,1898,1,"Temple Grove, East Sheen, SWNackington House, near Canterbury [1883]"
George Waterhouse,NA,1,1810,1888,1,
John Waterhouse,NA,1,NA,NA,1,"40 Hamilton Terrace, St John's Wood"
Samuel Watson,NA,1,NA,NA,1,"12 Bouverie St Fleet St [1862]Rawdon Lodge, New Park Road, Clapham [1872]"
Robert Watt,NA,1,NA,NA,1,"Ashley House, BelfastAshley Avenue, Belfast [1872]"
John King Watts,NA,1,1808,1884,1,St Ives Hunts [1862]
Andrew Scott Waugh,Major General Sir,1,1810,1878,1,Athenaeum [1862]7 Petersham Terrace Queen's Gate Gardens W and Athenaeum Club [1867]
Stephen Webb,NA,1,NA,NA,1,"Jubbulpore, Deccan"
T W Webb,Revd.,1,NA,NA,1,Barbados
George Webster,NA,1,NA,NA,1,
Henry Webster,NA,1,NA,NA,1,"10 Token House Yard10 Basinghall street, EC [Aug. 1866]"
John Webster,NA,1,NA,1878,1,St James Row Sheffield [1862]
Augustin Weisbach,Dr,1,1837,1914,1,"Austrian Hospital, Constantinople [1869]Wahringerstrasse, 25, Vienna [1894]"
Hermann Welcker,Prof.,1,1822,1897,1,Halle
Mordaunt Wells,Sir,1,1817,1885,1,"107 Victoria Street, Westminster"
Francis Alex (Frank) Wenham,NA,1,NA,NA,1,"25 St Paul's Crescent, N."
William Henry Wesley,NA,1,1841,1922,1,"31 Claylands Road, Clapham Road, S"
Reginald Sackville West,Hon. & Revd.,1,1817,1896,1,"Withyham, Tunbridge Wells [1867] and Knole Sevenoaks [1868]"
Hodder Michael Westropp,NA,1,1820,1885,1,"Rookhurst, Monktown, Cork [1863]The Villa, Ventnor, Isle of Wight [1872]St Maur, Ventnor, Isle of Wight [1881]"
Champion Wetton,NA,1,NA,NA,1,Somerset Hill Dorking
J R Wevill,NA,1,NA,NA,1,"62 Holborn Hill, WC"
G F Whidbourne,NA,1,1805,1871,1,
James Whishaw,NA,1,1808,1879,1,Oriental Club Hanover Sq16 York Terrace Regent's Park [1862]
x White,General,1,NA,NA,1,
James T White,NA,1,NA,NA,1,"20 Cumberland Terrace Regents Park [1862]"
M White,NA,1,NA,NA,1,
William Whitear,Revd.,1,1807,1891,1,"20 Roman Road, Barnsbury, NW"
John B Whitehead,NA,1,NA,NA,1,"Oakley House, Rawtenstall, near ManchesterAshday Lea, Rawenstall, near Manchester [1867]"
Peter O Whitehead,NA,1,1835,NA,1,"Holly House, RawtenstallBelmont, Rawtenstall, Manchester"
Thomas K Whitehead,NA,1,NA,NA,1,"Holly Mount, RawtenstallGreystone, Rawenstall [1867]"
Henry Whitfeld,NA,1,NA,NA,1,"Ashford, Kent"
Henry William Wickes,NA,1,NA,NA,1,"Pixfield, Bromley, Kent"
Thomas Haines Wickes,NA,1,1840,1899,1,"Pixfield, Bromley, Kent58 Lower Circular Road, Calcutta [1866]"
x Wienecke,M. le Docteur,1,NA,NA,1,Batavia [1862]
A L Wigan,NA,1,NA,NA,1,
Augustus S Wilkins,NA,1,1843,1905,1,"18 West Brixton S"
John W Wilkins,NA,1,NA,NA,1,Clarendon Hotel
John Gardner Wilkinson,Sir,1,1797,1875,1,"33 York Street Portman Square [1862]"
Thomas Wilkinson,NA,1,NA,NA,1,"7 Falkner St, Liverpool and MadagascarTamatave, Madagascar [Aug. 1866]"
William Martin Wilkinson,NA,1,1814,1897,1,"New West End, Hampstead, N44 Lincoln's Inn Fields... and Edgware, N. [1867]"
Charles R Williams,Capt.,1,NA,NA,1,"4th West India Regt., Sierra Leone"
Eric Williams,NA,1,NA,NA,1,"Newton House, Kensington, WSundial House, Highgate hill [1866]Whittington College, Highgate Hill [1867]"
Frederick Martin Williams,Sir,1,1830,1878,1,"9 Portugal Street, Grosvenor Square, WTruro [1867]"
George Williams,Hon.,1,NA,NA,1,"Chantal Mines, Nicaragua"
Henry Williams,NA,1,NA,NA,1,"Machno, Holywell"
Henry G Williams,NA,1,NA,NA,1,"46 Hunter St., Brunswick Sq.... and Ceara, N. Brazil [1867]2 Torrington Grove, Frierne Park near Whitstone N. and Ceara North Brazilc/o Chontales Mining Company, Gresham House, EC [1869] crossed out in A31/2/4 and 56 Trinity Ground Deptford handwritten"
John (1) Williams,NA,1,NA,NA,1,"Nantlle, Carnavon [1867]Penygroes, near Carnarvon, North Wales [1872]Brynmeurig, Bangor [1879]"
John (2) Williams,Revd.,1,1792,1858,1,Cardigan
John Wilkins Williams,NA,1,NA,NA,1,"34 Bruton Street, Berkeley Square24 Bruton Street, W [1872]"
S W D Williams,NA,1,NA,NA,1,"WolverhamptonSussex Lunatic Asylum, Hayward's Heath, Sussex [1866]"
Thomas Williams,NA,1,1818,1865,1,Swansea
G Williamson,Dr,1,NA,NA,1,"Fort Pitt, Chatham [1858]Aldershott [1862]"
Matthew Willis,NA,1,1828,1871,1,"Aysgarth, Bedale, Yorkshire"
J E  Eardley Wilmot,Sir,1,1810,1892,1,"3 Elvaston Place, SW"
Alfred Henry Wilson,NA,1,NA,NA,1,"Para, North Brazil"
Andrew Wilson,NA,1,NA,NA,1,"c/o Smith, Elder and Co., CornhillOriental Cottage, Twickenham [1869]"
Daniel Wilson,Prof.,1,1816,1892,1,Toronto
David Wilson,NA,1,NA,NA,1,
Frank Wilson,NA,1,NA,NA,1,"41 Arlington St., Glasgow and Fernando Po [1866]St Pauls de Loanda, W. Africa [1870]Fernando Po [1872]"
J  Spotswood Wilson,NA,1,NA,NA,1,Ecuador
James Wilson,NA,1,NA,NA,1,"23 Ryder Street, W."
John Leigh Wilson,NA,1,1837,1886,1,"Piddington House, Warrington and Madras"
R Wilson,NA,1,NA,NA,1,"Tinnevelly, India c/o Messrs Smith, Elder and Co., Cornhill"
William Wilson,NA,1,1785,1868,1,"Royal Exchange, EC"
William Newton Wilson,NA,1,NA,NA,1,"144 High Holborn, EC"
Alfred Wiltshire,Dr,1,1839,1886,1,"19 Queen Anne Street, W.Privy Council Office, Medical Department, 8 Richmond Terrace, Whitehall [1869]57 Wimpole Street, Cavendish Square, W [1872]"
William Smith Windham,NA,1,NA,NA,1,"Carlton Club, Pall MallMancetta House, West Cliff, Bournemouth [1883]"
Alfred Tubb Windus,Commander,1,NA,NA,1,"14 St James's Square"
Benjamin Robert Winthrop,NA,1,1804,1879,1,New York
Henry Hoyte Winwood,Revd.,1,1831,1920,1,"4 Cavendish Cresc Bath [1869]11 Cavendish Cresc Bath [1870]"
Thomas Alexander Wise,NA,1,1801,1889,1,"Rostillan Castle, CorkRostellan castle, Cork, Ireland, c/o Leaf, Son and Co., Old Change, Cheapside [Aug. 1866]4 Upper Beulah Hill, Norwood [1872]Thornton, Beulah hill, Upper Norwood [1879]"
George Witt,NA,1,1804,1869,1,"22 Prince's Terrace, Hyde Park, SW"
von Wittich,Prof.,1,1826,1897,1,"Konigsberg, Prussia"
James Wodderspoon,NA,1,NA,NA,1,"The Chestnuts, Walton on Thames"
Francis George Cornelius Wolber,NA,1,NA,NA,1,"West Coast and Hamburg [1868]Gaboon, West Africa... and Hamburg [1869]Gaboon, West Africa [1872]"
Henry Drummond Wolff,Sir,1,1830,1908,1,[no address given in 1862]15 Rutland Gate [1868]
George Wollaston,NA,1,NA,NA,1,"1 Barnepark Terrace, Teignmouth"
Edward Wood,NA,1,1810,1892,1,"Richmond, Yorkshire"
F  Henry Wood,NA,1,1812,1886,1,"Hollin Hall, near Ripon Yorkshire"
J W Wood,NA,1,NA,NA,1,"40 Pentonville RoadAtlanta, Georgia [1869]"
James Wood,NA,1,NA,NA,1,Sunderland
John George Wood,Revd.,1,NA,NA,1,"Belvedere, Erith, Kent"
Robert Wood,NA,1,NA,1877,1,"26 Cable Street, Liverpool"
Samuel Wood,NA,1,NA,1879,1,"[The Abbey], Shrewsbury [1860]St Mary's Court, Shrewsbury [1879]"
W   Martin Wood,NA,1,NA,NA,1,
William Spicer Wood,Revd.,1,NA,1902,1,"The School, Oakham, Rutland"
Charles H L Woodd,NA,1,NA,1893,1,"Roslyn, Hampstead, NW"
Robert Carr Woods,NA,1,1816,1875,1,"Singapore [1862] c/o Messrs H.S. King and Co., Cornhill, EC [1870]"
Joseph Hardman Worrall,NA,1,1825,1889,1,
Jens Jacob Asmussen Worsaae,Prof.,1,1821,1885,1,Copenhagen
Ferdinand Von Wrangell,Admiral,1,1797,1870,1,St Petersburgh
William Wray,Dr,1,1830,1871,1,"Burton Strather, Brigg, Lincolnshire"
Frank Wrentmore,NA,1,NA,NA,1,"3 Little Argyle St, Regent Street"
Francis Beresford Wright,NA,1,1837,1911,1,Aldercar Hall Langley Mills Nottingham
Robert Wright,NA,1,NA,NA,1,"Oak House, Arlington, Sussex"
Thomas Wright,NA,1,1810,1877,1,"14 Sydney St Brompton SW [1853]"
William Cort Wright,NA,1,NA,NA,1,"Whalley Range, Manchester"
Otto Wucherer,Dr,1,1820,1873,1,"Bahia, Brazil"
James Wyld,NA,1,1812,1887,1,
Andrew Wyley,NA,1,NA,NA,1,"21 Baker Street, Edinburgh"
Jeffries Wyman,Prof.,1,1814,1874,1,"Boston, United States"
Ashton Yates,NA,1,1781,1863,1,
W  Holt Yates,NA,1,1802,1874,1,
James Yearsley,NA,1,1805,1869,1,
Stephen Yeldham,Dr,1,1810,1896,1,"10 Tavistock Street., Gordon Square, WC"
James A Youl,NA,1,1811,1904,1,"Waratah House, Clapham Park"
Robert Younge,NA,1,1801,1874,1,"Greystones, Sheffield"
Arthur de Zeltner,NA,1,NA,NA,1,Panama
x Zohrab,Dr,1,NA,NA,1,Broosa Broussa
Arthur Albright,NA,NA,NA,NA,3,
Rachel Albright,NA,NA,NA,NA,3,
William Albright,NA,NA,NA,NA,3,
William Jun Aldam,NA,NA,NA,NA,3,
Frederick Alexander,NA,NA,NA,NA,3,
Samuel Allen,NA,NA,NA,NA,3,
John Arch,NA,NA,NA,NA,3,
R Arthington,NA,NA,NA,NA,3,
R Jun Arthington,NA,NA,NA,NA,3,
C Ashby,Mrs,NA,NA,NA,3,
T Jun Ashby,NA,NA,NA,NA,3,
Thomas Ashby,NA,NA,NA,NA,3,
Thomas Jun Ashby,NA,NA,NA,NA,3,
Catherine Backhouse,Mrs,NA,NA,NA,3,
Jonathan Backhouse,NA,NA,NA,NA,3,
S Baker,NA,NA,NA,NA,3,
Robert Barclay,Late,NA,NA,NA,3,
Richard Barrington,NA,NA,NA,NA,3,
Edward Beck,NA,NA,NA,NA,3,
Eliza Bell,Miss,NA,NA,NA,3,
Frederick J Bell,NA,NA,NA,NA,3,
S S Bell,Misses,NA,NA,NA,3,
Samuel Bewley,NA,NA,NA,NA,3,
x Biffin,Mrs,NA,NA,NA,3,
J Binyon,NA,NA,NA,NA,3,
E L Birkbeck,NA,NA,NA,NA,3,
H Birkbeck,NA,NA,NA,NA,3,
W Blaine,NA,NA,NA,NA,3,
Elizabeth Bowley,Mrs,NA,NA,NA,3,
Henry Brady,NA,NA,NA,NA,3,
Charles L Braithwaite,NA,NA,NA,NA,3,
L Braithwaite,NA,NA,NA,NA,3,
Isaac Brown,NA,NA,NA,NA,3,
Joshua Brown,NA,NA,NA,NA,3,
Lydia Brown,NA,NA,NA,NA,3,
Sarah Burgess,NA,NA,NA,NA,3,
Thomas Burgess,NA,NA,NA,NA,3,
Thomas Fowell Buxton,Sir,NA,NA,NA,3,
W Catchpool,NA,NA,NA,NA,3,
x Charleton,Mrs,NA,NA,NA,3,
Samuel Clark,NA,NA,NA,NA,3,
W Clemes,NA,NA,NA,NA,3,
C Clothier,NA,NA,NA,NA,3,
Joseph Cooper,NA,NA,NA,NA,3,
George Crosfield,NA,NA,NA,NA,3,
Joseph Crosland,NA,NA,NA,NA,3,
A Crowley,Mrs,NA,NA,NA,3,
A Dale,NA,NA,NA,NA,3,
Elizabeth S Dawes,NA,NA,NA,NA,3,
John Dodshon,NA,NA,NA,NA,3,
Daniel Doncaster,NA,NA,NA,NA,3,
Elizabeth Dyer,Miss,NA,NA,NA,3,
R Dymond,NA,NA,NA,NA,3,
William Dyson,NA,NA,NA,NA,3,
William Dyster,NA,NA,NA,NA,3,
A Ellis,NA,NA,NA,NA,3,
Thomas Evans,NA,NA,NA,NA,3,
Ann Everett,Miss,NA,NA,NA,3,
Joseph Farden,NA,NA,NA,NA,3,
John Fell,NA,NA,NA,NA,3,
Mary Fell,NA,NA,NA,NA,3,
S H Fisher,NA,NA,NA,NA,3,
Caleb Fletcher,NA,NA,NA,NA,3,
Martha Fletcher,Mrs,NA,NA,NA,3,
John Ford,NA,NA,NA,NA,3,
George Fox,NA,NA,NA,NA,3,
Henry Fox,NA,NA,NA,NA,3,
Robert Were Fox,NA,NA,NA,NA,3,
x Fox,Misses,NA,NA,NA,3,
W Gayner,NA,NA,NA,NA,3,
Joseph Gibbens,NA,NA,NA,NA,3,
Ann Gibson,Mrs,NA,NA,NA,3,
Francis Gibson,Mrs,NA,NA,NA,3,
F  E Gibson,Mrs,NA,NA,NA,3,
W G Gibson,NA,NA,NA,NA,3,
T Gill,NA,NA,NA,NA,3,
J Gillett,Mrs,NA,NA,NA,3,
John Gillett,NA,NA,NA,NA,3,
J Gilpin,NA,NA,NA,NA,3,
James Gingell,NA,NA,NA,NA,3,
John Good,NA,NA,NA,NA,3,
Josiah Grace,NA,NA,NA,NA,3,
Thomas Graham,NA,NA,NA,NA,3,
John Green,NA,NA,NA,NA,3,
T Gregory,NA,NA,NA,NA,3,
G Grimshaw,NA,NA,NA,NA,3,
x Hadfield,Colonel,NA,NA,NA,3,
Isaac Hadwen,NA,NA,NA,NA,3,
Robert Harding,NA,NA,NA,NA,3,
Henry Harris,NA,NA,NA,NA,3,
Lydia Harris,NA,NA,NA,NA,3,
Thomas Harvey,NA,NA,NA,NA,3,
George Head,NA,NA,NA,NA,3,
Sarah Head,Mrs,NA,NA,NA,3,
H Headley,NA,NA,NA,NA,3,
W Hewitson,NA,NA,NA,NA,3,
Charles Hicks,NA,NA,NA,NA,3,
Elizabeth Hills,NA,NA,NA,NA,3,
James Hills,NA,NA,NA,NA,3,
John Hills,NA,NA,NA,NA,3,
Gurney Hoare,NA,NA,NA,NA,3,
Maria Hooper,NA,NA,NA,NA,3,
J Hopkins,NA,NA,NA,NA,3,
Rebecca Hopkins,NA,NA,NA,NA,3,
Mary Horsnail,Miss,NA,NA,NA,3,
Elizabeth Howard (2),Mrs,NA,NA,NA,3,
Elizabeth Howard,Mrs,NA,NA,NA,3,
Thomas Hughes,NA,NA,NA,NA,3,
Henry Hunt,NA,NA,NA,NA,3,
T Hunt,NA,NA,NA,NA,3,
J Hurnard,NA,NA,NA,NA,3,
John C Isaac,NA,NA,NA,NA,3,
John James,NA,NA,NA,NA,3,
Charles Janson,NA,NA,NA,NA,3,
Samuel Jesper,NA,NA,NA,NA,3,
Benjamin Jowett (2),NA,NA,NA,NA,3,
John Jun Jowett,NA,NA,NA,NA,3,
Robert Jowett (2),NA,NA,NA,NA,3,
John King,NA,NA,NA,NA,3,
Samuel King,NA,NA,NA,NA,3,
Thomas King,NA,NA,NA,NA,3,
Alfred Kitching,NA,NA,NA,NA,3,
C Knight,Miss,NA,NA,NA,3,
John Lee,NA,NA,NA,NA,3,
x Leitch,NA,NA,NA,NA,3,
Thomas Letchmore,NA,NA,NA,NA,3,
Thomas x Jun Letchmore,NA,NA,NA,NA,3,
Thomas Letchworth,NA,NA,NA,NA,3,
Thomas Jun Letchworth,NA,NA,NA,NA,3,
Thomas x Jun Letchworth,NA,NA,NA,NA,3,
S Lloyd,NA,NA,NA,NA,3,
Edward Lucas,NA,NA,NA,NA,3,
Rebecca Lucas,Miss,NA,NA,NA,3,
Thomas Marriage,NA,NA,NA,NA,3,
John Marsh,NA,NA,NA,NA,3,
R Marsh,NA,NA,NA,NA,3,
William Matthews,NA,NA,NA,NA,3,
William Mattravers,NA,NA,NA,NA,3,
D Miller,NA,NA,NA,NA,3,
John Morrison,NA,NA,NA,NA,3,
E Neave,NA,NA,NA,NA,3,
Mary Overend,Mrs,NA,NA,NA,3,
W J Palmer,NA,NA,NA,NA,3,
J Pears,Rev,NA,NA,NA,3,
x Poeppig,Professor,NA,NA,NA,3,
Edward Priestman (2),NA,NA,NA,NA,3,
John Priestman,NA,NA,NA,NA,3,
James Ransome,NA,NA,NA,NA,3,
Robert Ransome,NA,NA,NA,NA,3,
William Rathbone,Mrs,NA,NA,NA,3,
J Jun Read,NA,NA,NA,NA,3,
Edward Richardson,Miss,NA,NA,NA,3,
Henry Richardson,NA,NA,NA,NA,3,
W Richardson,NA,NA,NA,NA,3,
R M Rickman,NA,NA,NA,NA,3,
S Rickman,Miss,NA,NA,NA,3,
Leitch Ritchie,NA,NA,NA,NA,3,
J Rooke,NA,NA,NA,NA,3,
Alfred Rosling,NA,NA,NA,NA,3,
John S Rowntree,NA,NA,NA,NA,3,
Joseph Rowntree,NA,NA,NA,NA,3,
Samuel Rundall,NA,NA,NA,NA,3,
Henry Russell,NA,NA,NA,NA,3,
Joseph Sams,NA,NA,NA,NA,3,
J A Sanders,NA,NA,NA,NA,3,
Mary Sansom,NA,NA,NA,NA,3,
Micheal Scatterthwaite,NA,NA,NA,NA,3,
S Scatterthwaite,NA,NA,NA,NA,3,
Leonard Sedgwick,NA,NA,NA,NA,3,
Benjamin Seebohm,NA,NA,NA,NA,3,
William Seebohm,NA,NA,NA,NA,3,
Charles Sessions,NA,NA,NA,NA,3,
Robert Simpson,NA,NA,NA,NA,3,
Alfred Smith,NA,NA,NA,NA,3,
Edward Smith,NA,NA,NA,NA,3,
Richard Smith,NA,NA,NA,NA,3,
Ann Snowden,NA,NA,NA,NA,3,
C Southall,NA,NA,NA,NA,3,
William Southall,NA,NA,NA,NA,3,
William Sparkes,NA,NA,NA,NA,3,
Joseph F Spence,NA,NA,NA,NA,3,
L Squire,NA,NA,NA,NA,3,
Mary Steevens,NA,NA,NA,NA,3,
Henry Sterry,NA,NA,NA,NA,3,
Richard Sterry,NA,NA,NA,NA,3,
John Stevens,NA,NA,NA,NA,3,
Joseph Sturge (Mrs),Mrs,NA,NA,NA,3,
Sarah Styles,NA,NA,NA,NA,3,
George N Tatham,NA,NA,NA,NA,3,
Mary Ann Tatham,Mrs,NA,NA,NA,3,
Edward Taylor,NA,NA,NA,NA,3,
F Taylor,NA,NA,NA,NA,3,
H Taylor,NA,NA,NA,NA,3,
A Thistlethwaite,NA,NA,NA,NA,3,
F J Thompson,NA,NA,NA,NA,3,
Josiah Thompson,NA,NA,NA,NA,3,
Thomas Thompson,NA,NA,NA,NA,3,
W Thompson,NA,NA,NA,NA,3,
x Thompson,General ,NA,NA,NA,3,
George Treffry,NA,NA,NA,NA,3,
Frederick Tuckett,NA,NA,NA,NA,3,
W Tuke,NA,NA,NA,NA,3,
