"Name","religion_id","birth_year","death_year","gender_id","data_source_id"
Joseph Moore,NA,NA,"1,856",1,1
Joseph Mosheimer,NA,NA,NA,1,1
Joseph Mosley,NA,NA,NA,,3
Joseph Mottley,NA,NA,NA,,3
Joseph Mould,NA,NA,NA,1,1
Joseph Neatby,1,NA,NA,,3
Joseph Norman Lockyer,NA,"1,836","1,920",1,1
Joseph Pease,1,NA,NA,,3
Joseph Prestwich,NA,"1,812","1,896",1,1
Joseph R Procter,NA,NA,NA,,3
Joseph R Wilton,NA,NA,NA,,3
Joseph Rickerby,NA,NA,NA,1,1
Joseph Rosling,1,NA,NA,,3
Joseph Rowntree,1,NA,NA,,3
Joseph Sams,1,NA,NA,,3
Joseph Sewell,1,NA,NA,,3
Joseph Sharples,1,NA,NA,,3
Joseph Shepherd,NA,"1,812","1,887",1,1
Joseph Shewell,1,NA,NA,,3
Joseph Sister,NA,NA,NA,1,1
Joseph Sterry,1,NA,NA,,3
Joseph Stevens,NA,NA,NA,1,1
Joseph Sturge,1,NA,NA,,2
Joseph Sturge (Mrs),1,NA,NA,,3
Joseph T Price,1,NA,NA,,3
Joseph Talwin Foster,1,NA,NA,,2
Joseph Tatton Russell Groves,NA,NA,NA,1,1
Joseph Thompson,NA,NA,NA,1,1
Joseph Waite,NA,NA,NA,,3
Joseph Whitwell Pease,1,NA,NA,,3
Joseph William Eastwood,NA,"1,828","1,916",1,1
Joseph Wilson,1,NA,NA,,3
Joseph Wontner,NA,NA,NA,,3
Joseph jun Cowen,NA,"1,829","1,900",1,1
Josephina Rickman,1,NA,NA,,3
Joshua Brown,1,NA,NA,,3
Joshua Edward Killick,NA,NA,NA,1,1
Joshua Fardon,NA,NA,NA,,3
Joshua Ransome,NA,NA,NA,,3
Joshua Treffry,1,NA,NA,,3
Joshua Walmsley,NA,"1,819",NA,1,1
Joshua Wilson,1,NA,NA,,3
Josiah Clark Nott,NA,"1,804","1,873",1,1
Josiah Forster,1,NA,NA,,3
Josiah Grace,1,NA,NA,,3
Josiah Hannam,NA,NA,NA,,3
Josiah Merrick,1,NA,NA,,3
Josiah Newman,1,NA,NA,,3
Josiah Thompson,1,NA,NA,,3
Josiah Waites,NA,NA,NA,,3
Jules Desnoyers,NA,"1,800","1,887",1,1
Jules Malpet,NA,NA,NA,,3
Jules Mampet,NA,NA,NA,,3
Julio Vizcarrondi,NA,NA,NA,1,1
Julius Sperling,NA,NA,NA,,3
Junior Athenaeum Club,,,,,
Junior Carlton Club,,,,,
Junior Garrick Club,,,,,
Junior United Service Club,,,,,
Justin Shiel,NA,"1,803","1,871",1,1
K Mackenzie,NA,NA,NA,1,1
Karl Bogislaus Reichert,NA,"1,811","1,883",1,1
Karl Friedrich Nordmann,NA,"1,830",NA,1,1
Karl Georg Friedrich Rudolf Leuckart,NA,"1,822","1,898",1,1
Kennedy Erskine,NA,"1,828","1,870",1,1
Kenneth Robert Henderson Mackenzie,NA,"1,833","1,886",1,1
Kent Archaeological Society,,,,,
King John Parr,NA,NA,NA,1,1
Kirkman Daniel Hodgson,NA,"1,814","1,879",1,1
L  Doake Hill,NA,NA,NA,1,1
L A Chamerovzov,NA,NA,NA,,3
L Braithwaite,1,NA,NA,,3
L Bridgland,NA,NA,NA,,3
L E Threlkeld,NA,"1,788","1,859",1,1
L Squire,1,NA,NA,,3
LAS,,,,,
Laggan Grant,NA,NA,NA,,3
Lambert Adolphe Jacques Quetelet,NA,"1,796","1,874",1,1
Lauchlan Mackinnon,NA,"1,817","1,888",1,1
Laurence Oliphant,NA,"1,829","1,888",1,1
Lawson Tait,NA,"1,845","1,899",1,1
Le Grand Jacob,NA,"1,805","1,881",1,1
Leeds Philosophical and Literary Society,,,,,
Leitch Ritchie,NA,NA,NA,,3
Leonard Jenyns LATER Blomefield,NA,"1,800","1,893",1,1
Leonard Sedgwick,NA,NA,NA,,3
Leone Levi,NA,NA,NA,,3
Leopold Ferny,NA,NA,NA,1,1
Lepel Griffin,NA,"1,838","1,908",1,1
Lestock Robert Reid,NA,NA,"1,879",1,1
Levi Wood,NA,NA,NA,,3
Levi Wood (2),NA,NA,NA,,3
Lewis F Bellot,NA,NA,NA,1,1
Libya,,,,,
Lindsay Brine,NA,"1,834","1,906",1,1
Linnean Society of London,,,,,
Linnean Society of New South Wales,,,,,
Lionel John Beale,NA,"1,796","1,871",1,1
Literary and Philosophical Society of Liverpool,,,,,
Literary and Philosophical Society of Newcastle,NA,NA,NA,2,1
Liverpool District Provident Society,,,,,
Liverpool Literary and Philosophical Society of Liverpool,,,,,
Logan H  D Russell,NA,NA,NA,1,1
London,,,,,
London School of Phrenology,,,,,
London Secular Society,,,,,
London Spiritualist Alliance,,,,,
London Topographical Society,,,,,
London and Middlesex Archaeological Association,,,,,
Lorenzo T C Price,NA,NA,NA,1,1
Louis Agassiz,NA,"1,807","1,873",1,1
Louis Leguay,NA,NA,NA,1,1
Louis Lucien Bonaparte,NA,"1,813","1,891",1,1
Louis Philippe d'Orleans Paris,NA,"1,838","1,894",1,1
Louis Remy Mignot,NA,"1,831","1,870",1,1
Louisa Wright,1,NA,NA,,3
Lucy Bradshaw,1,NA,NA,,3
Lucy Darby,1,NA,NA,,3
Lucy Ellen Sewall,NA,"1,837","1,890",3,1
Lucy Westcombe,1,NA,NA,,3
Ludwig Buchner,NA,"1,824","1,899",1,1
Luigi Calori,NA,"1,807","1,896",1,1
Luke Burke,NA,NA,"1,885",1,1
Luke Howard,1,NA,NA,,3
Luke Owen Pike,NA,"1,835","1,915",1,1
Luke Smyth O'Connor,NA,"1,806","1,873",1,1
Lydia Brown,1,NA,NA,,3
Lydia Harris,1,NA,NA,,3
Lydia Prideaux,1,NA,NA,,3
Lydia Sessions,1,NA,NA,,3
M A Hewitson,1,NA,NA,,3
M A Julien,NA,NA,NA,,3
M Cabet,NA,NA,NA,,3
M Cassin,NA,NA,NA,,3
M Chamisso,NA,NA,NA,,3
M De Beaumont,NA,NA,NA,,3
M Des Barres,NA,"1,800","1,885",1,1
M Felix,NA,NA,NA,,3
M Foster,NA,"1,836","1,907",1,1
M Grand Pierre,NA,NA,NA,,3
M Grangeret de la Grange,NA,NA,NA,,3
M H Henry,NA,NA,NA,1,1
M H Martindale,NA,NA,NA,,3
M Isambert,NA,NA,NA,,3
M Moraes Sarmento,NA,NA,NA,,3
M Ricardo,NA,"1,776","1,866",1,1
M Ruppel,NA,NA,NA,,3
M Sismondi,NA,NA,NA,,3
M Stevens,NA,NA,NA,,3
M T Baines,NA,NA,NA,,3
M Thomas,NA,NA,NA,,3
M Villerme,NA,NA,NA,,3
M Warner,NA,NA,NA,,3
M White,NA,NA,NA,1,1
M Wilks,NA,NA,NA,,3
M de Gasparin,NA,NA,NA,,3
M de Tocqueville,NA,NA,NA,,3
Madagascar,,,,,
Madeira,,,,,
"Madras Club, Madras",,,,,
Malaysia,,,,,
Malcolm Lewin,NA,NA,"1,869",1,1
Malcolm Lewin (2),NA,NA,NA,,3
Maldon Bell,NA,NA,NA,,3
Malta,,,,,
Manchester Anthropological Society,,,,,
Manchester Club,,,,,
Manchester Geological Society,,,,,
Manchester Literary Club,,,,,
Manchester Literary and Philosophical Society,,,,,
Manchester Medical Society,,,,,
Manchester Scientific Student's Association,,,,,
Manockjee Cursetjee,NA,"1,808","1,887",1,1
Manx Society,,,,,
Margaret Pope,NA,NA,NA,,3
Maria Hooper,1,NA,NA,,3
Marie-Armand de Castera-Macaya D'Avezac,NA,"1,798","1,875",1,1
Marine Biological Association of the United Kingdom,,,,,
Mark Anthony Lower,NA,"1,814","1,876",1,1
Marlborough Club,,,,,
Marriage Wallis,1,NA,NA,,3
Martha A Binyon,1,NA,NA,,3
Martha Cross,1,NA,NA,,3
Martha E Marshall,NA,NA,NA,,3
Martha Fletcher,1,NA,NA,,3
Martha Hutchinson,1,NA,NA,,3
Martha Lucas,1,NA,NA,,3
Mary Ann Tatham,1,NA,NA,,3
Mary Bell,NA,NA,NA,,3
Mary Cudworth,1,NA,NA,,3
Mary Elliott,NA,NA,NA,,3
Mary Exton,1,NA,NA,,3
Mary Fell,1,NA,NA,,3
Mary Fox,NA,NA,NA,,3
Mary Horsnail,1,NA,NA,,3
Mary Martindale,NA,NA,NA,,3
Mary Overend,1,NA,NA,,3
Mary Sansom,1,NA,NA,,3
Mary Steevens,1,NA,NA,,3
Mary Stevenson,NA,NA,NA,,3
Mary Waterhouse,1,NA,NA,,3
Mary Wheeler,NA,NA,NA,,3
Matilda Rickman,1,NA,NA,,3
Matthew Conway Poole,NA,"1,841","1,885",1,1
Matthew Henry Marsh,NA,"1,810","1,881",1,1
Matthew Heslop,NA,NA,NA,1,1
Matthew John Anketell,NA,NA,NA,1,1
Matthew Jun Hutchinson,NA,NA,NA,,3
Matthew Moggridge,NA,"1,803","1,882",1,1
Matthew Paris,NA,NA,NA,1,1
Matthew Willis,NA,"1,828","1,871",1,1
Maurice Philip Clifford,NA,NA,NA,1,1
Mauritius,,,,,
Maximilian Herz,NA,"1,837","1,890",1,1
Medical Society of London,,,,,
Medical and Chirurgical Society of London,,,,,
Medico Psychological Association,,,,,
Metaphysical Society,,,,,
Meteriological Society Scotland,,,,,
Meteriological Society of France,,,,,
Methodist,,,,,
Mexico,,,,,
Michael Cudmore Furnell,NA,"1,829","1,888",1,1
Micheal Scatterthwaite,1,NA,NA,,3
Michigan Historical Society,,,,,
Microscopical Society of London,,,,,
Midland Natural History Society,,,,,
Modeliar P S Mootoosaumy,NA,NA,NA,1,1
Mohammed Rheire,NA,NA,NA,,3
Moncure Daniel Conway,NA,"1,832","1,907",1,1
Montague Hawtrey,NA,NA,NA,,3
Montgomery Campbell,NA,NA,NA,1,1
Moore A Cuffe,NA,NA,NA,1,1
Mordaunt Wells,NA,"1,817","1,885",1,1
Morton Coates Fisher,NA,NA,NA,1,1
Mountstuart Elphinstone,NA,"1,779","1,859",1,1
"Museum d'Histoire Naturel, Paris",,,,,
N  Henry Stevens,NA,NA,NA,1,1
N D By G F Angas,NA,NA,NA,,3
N G Mussabini,NA,NA,NA,1,1
N G Sperling,NA,NA,NA,,3
N Jocelyn,NA,NA,NA,,3
Natal Agricultural and Horticultural Society,,,,,
Natal Society,,,,,
Nathaniel Tregellis,1,NA,NA,,3
National Association for the Promotion of Social Sciences,,,,,
National Association of Spiritualists of London,,,,,
National Club,,,,,
National Institution for Diseases of the Skin Edinburgh,,,,,
National Secular Society,,,,,
National Union of Conservative and Constitutional Associations,,,,,
National Vaccine Establishment,,,,,
Nationalist Club,,,,,
Naval and Military Club,,,,,
New Athenaeum Club,,,,,
"New Club, Edinburgh",,,,,
New England Historic Genealogical Society,,,,,
New Reform Club,,,,,
New Spalding Club,,,,,
New Sydenham Society,,,,,
New University Club,,,,,
New York Dermatological Society,,,,,
New York Historical Society,,,,,
New York Institute for the Deaf and Dumb,,,,,
New Zealand,,,,,
Newbury and District Field Club,,,,,
Newman Cash,1,NA,NA,,3
Newton Edward Jennings,NA,"1,840","1,901",1,1
Nicaragua,,,,,
Nicholas M Maxwell,NA,NA,NA,1,1
Nicholas Martindale,NA,NA,NA,1,1
Nicolai de Khanikof,NA,"1,819","1,878",1,1
Nicolas Trubner,NA,"1,817","1,884",1,1
North of England Institute of Mining and Mechanical Engineers,,,,,
Northern Homeopathic Society,,,,,
Norton Shaw,NA,NA,"1,868",1,1
Norway,,,,,
Norwich and Norfolk Geological Society,,,,,
Numismatic Society,,,,,
O Moore,NA,NA,NA,,3
Obstetrical Society of London,,,,,
Octave Delepierre,NA,"1,802","1,879",1,1
Oliver Byrne,NA,"1,810","1,890",1,1
Oliver Ormerod,NA,NA,NA,,3
Oluf Rygh,NA,"1,833","1,899",1,1
Oriental Club,,,,,
Ornithological Society,,,,,
Osbourne Spurfield,NA,NA,NA,,3
Oswald Bloomfield Howell,NA,NA,NA,1,1
Oswald John Crawfurd,NA,"1,834","1,909",1,1
Ottiwell Charles Waterfield,NA,"1,831","1,898",1,1
Otto Wucherer,NA,"1,820","1,873",1,1
P  Francis Dart,NA,NA,NA,1,1
P A Brady,NA,NA,NA,1,1
P A Smith,NA,NA,NA,,3
P B Brodie,NA,NA,NA,1,1
P Burtt,1,NA,NA,,3
P Cook,NA,NA,NA,,3
P Cudworth,NA,NA,NA,,3
P Debell Tuckett,1,NA,NA,,3
P Du Ponceau,NA,NA,NA,,3
P E Tuckett,NA,NA,NA,,3
P H Chittenden,NA,NA,NA,1,1
P H Newnham,NA,NA,NA,1,1
P Henderson,NA,NA,NA,1,1
P L Simmonds,NA,NA,NA,1,1
P Lyne,NA,NA,NA,,3
P Maerlen,NA,NA,NA,,3
P Moire,NA,NA,NA,,3
P O'Callaghan,NA,NA,NA,1,1
P Wright,NA,NA,NA,,3
Palaeontographical Society,,,,,
Palestine Exploration Fund,,,,,
Pali Text Society,,,,,
Panama,,,,,
Paolo Gaddi,NA,"1,806",NA,1,1
Pathological Society of London,,,,,
Patrick Frederick Durham,NA,NA,NA,1,1
Patrick Mair,NA,NA,NA,,3
Patrick Montgomery,NA,NA,NA,1,1
Paul Belloni Du Chaillu,NA,"1,831","1,903",1,1
Paul Bevan,1,NA,NA,,3
Paul Gervais,NA,"1,816","1,879",1,1
Paul Vibraye,NA,"1,809","1,878",1,1
Percy B St John,NA,"1,821","1,889",1,1
Perronet Thompson,NA,NA,NA,,3
Persia,,,,,
Peru,,,,,
Peter Bedford,1,NA,NA,,3
Peter Benson Maxwell,NA,"1,817","1,893",1,1
Peter Christian Heldman,NA,"1,808","1,866",1,1
Peter Cormac Sutherland,NA,"1,822","1,900",1,1
Peter Dickson,NA,NA,NA,1,1
Peter Gardner,NA,NA,"1,872",1,1
Peter Jones,NA,NA,NA,,3
Peter Marshall,NA,NA,NA,1,1
Peter Martin,NA,NA,NA,,3
Peter Martin Duncan,NA,"1,824","1,891",1,1
Peter O Whitehead,NA,"1,835",NA,1,1
Peter Sharp,NA,NA,NA,1,1
Peter Smith,NA,NA,"1,866",1,1
Peter Spence,NA,"1,806","1,883",1,1
Philip Bourjeaurd,NA,NA,NA,1,1
Philip Durant,NA,NA,NA,,3
Philip Frith,1,NA,NA,,3
Philip Phoebus,NA,"1,804","1,880",1,1
Philip Powys Lybbe Lybbe,NA,"1,818","1,897",1,1
Philip Southby,NA,"1,843","1,908",1,1
Phillip Kingsford,NA,NA,NA,1,1
Phillip Sewell,1,NA,NA,,3
Phillipp Alexander Walther,NA,"1,812","1,887",1,1
Philological Society,,,,,
Philomatic Society of Paris,,,,,
"Philosophical & Literary Society, Leeds",,,,,
Philosophical Institute of Victoria,,,,,
Philosophical Society of Manchester,,,,,
Phrenological Association,,,,,
Phrenological Society,,,,,
Phrenopathic Society of Aversa,,,,,
Physical Research Society,,,,,
Pierre Gratiolet,NA,"1,815","1,865",1,1
Pietermaritzburg Horticultural Society,,,,,
Pinheiro Fereira,NA,NA,NA,,3
Pitcairn Islands,,,,,
Poland,,,,,
Portugal,,,,,
Prehistoric Society,,,,,
Prehistoric Society of East Anglia,,,,,
Priscilla Rickman,1,NA,NA,,3
Protheroe Smith,NA,"1,809","1,889",1,1
Prussia,,,,,
Pscyhological Society,,,,,
Puerto Rico,,,,,
Pye Smith,NA,NA,NA,,3
QCA,,,,,
Quaker,,,,,
R  Brough Smyth,NA,"1,830","1,889",1,1
R  Harvey Hilliard,NA,NA,NA,1,1
R  Murray Dundas,NA,NA,NA,1,1
R A MacFie,NA,NA,NA,,3
R A McFie,NA,NA,NA,,3
R Arthington,1,NA,NA,,3
R B Porter,NA,NA,NA,1,1
R Barclay Fox,1,NA,NA,,3
R Barrett,1,NA,NA,,3
R C Barrow,1,NA,NA,,3
R C Beavan,NA,NA,NA,1,1
R C Cobbold,NA,NA,NA,,3
R Carthington,NA,NA,NA,,3
R Chapman,NA,NA,NA,,3
R D Alexander,1,NA,NA,,3
R D Catchpool,1,NA,NA,,3
R Doubleday,1,NA,NA,,3
R Dymond,1,NA,NA,,3
R E Dudgeon,NA,"1,820","1,904",1,1
R Fry,NA,NA,NA,,3
R H W Dunlop,NA,NA,NA,1,1
R Hill,NA,NA,NA,,3
R Impey,1,NA,NA,,3
R J Spencer,NA,NA,NA,1,1
R Jarvis,NA,NA,NA,,3
R Jun Arthington,1,NA,NA,,3
R Jun Smith,NA,NA,NA,,3
R K Habgood,NA,NA,NA,,3
R Langlands,NA,NA,NA,1,1
R M Rickman,1,NA,NA,,3
R Marsh,1,NA,NA,,3
R Moffatt,NA,NA,NA,,3
R Montgomery Martin,NA,NA,NA,,3
R P Rickman,1,NA,NA,,3
R P Ruckman,NA,NA,NA,,3
R Pope,NA,NA,"1,870",1,1
R R Gurley,NA,NA,NA,,3
R Rickman,1,NA,NA,,3
R Rickmer,NA,NA,NA,,3
R S Birkbeck,NA,NA,NA,1,1
R S Sisson,NA,NA,NA,1,1
R Tweedy,1,NA,NA,,3
R W Fairbank,NA,"1,839","1,890",1,1
R W Haynes,NA,NA,NA,1,1
R W Payne,NA,NA,NA,1,1
R W Rowbotham,NA,NA,NA,1,1
R W Wingfield,NA,NA,NA,,3
R Walker,NA,NA,NA,,3
R Waterhouse,1,NA,NA,,3
R Wilson,NA,NA,NA,1,1
Rachel Albright,1,NA,NA,,3
Rachel Fowler,1,NA,NA,,3
Rachel Hubbert,1,NA,NA,,3
Rachel Pease,NA,NA,NA,,3
Rajendralala Mitra,NA,"1,823","1,891",1,1
Ralph (1) Tate,NA,"1,840","1,901",1,1
Ramon de Silva-Ferro,NA,"1,829","1,889",1,1
Ranelagh Club,,,,,
Rebecca Beaumont,1,NA,NA,,3
Rebecca Hopkins,1,NA,NA,,3
Rebecca Lucas,1,NA,NA,,3
Rebecca Wilson,1,NA,NA,,3
Reform Club,,,,,
Reginald R Dudley,NA,NA,NA,1,1
Reginald Sackville West,NA,"1,817","1,896",1,1
Reginald Stuart Poole,NA,"1,832","1,895",1,1
Reuben C Payne,1,NA,NA,,3
Richard Allen,NA,NA,NA,,3
Richard Archer Warwick,NA,NA,NA,1,1
Richard Arnold,NA,"1,808","1,876",1,1
Richard Ash,NA,NA,NA,,3
Richard Barrett,1,NA,NA,,2
Richard Barrington,1,NA,NA,,3
Richard Beaumont,NA,NA,NA,1,1
Richard Bentley,NA,"1,794","1,871",1,1
Richard Beverley Cole,NA,"1,829","1,901",1,1
Richard Biddulph Martin,NA,"1,838","1,916",1,1
Richard Cavendish,NA,"1,794","1,876",1,1
Richard Christy,1,NA,NA,,3
Richard Clewin Griffiths,NA,NA,NA,1,1
Richard Cull,NA,NA,"1,892",1,1
Richard Davis Hanson,NA,"1,805","1,876",1,1
Richard Day,1,NA,NA,,3
Richard Edward Arden,NA,"1,804","1,894",1,1
Richard Fort,NA,"1,822","1,868",1,1
Richard Hartley Kennedy,NA,NA,NA,1,1
Richard Haughton,NA,"1,782","1,867",1,1
Richard Hill Tiddeman,NA,"1,842","1,917",1,1
Richard Holdsworth,1,NA,NA,,3
Richard Hughes,NA,"1,836","1,902",1,1
Richard James ('Zadkiel') Morrison,NA,"1,795","1,874",1,1
Richard John Thompson,NA,NA,NA,1,1
Richard Johnson,NA,NA,NA,1,1
Richard King,NA,"1,811","1,876",1,1
Richard Kirwan,NA,"1,828","1,872",1,1
Richard Lee,NA,NA,NA,1,1
Richard Lepsius,NA,"1,810","1,884",1,1
Richard Levinge Swift,NA,"1,821","1,872",1,1
Richard M Gage,NA,NA,NA,1,1
Richard Maddock Nunn,NA,NA,"1,876",1,1
Richard Morris,NA,NA,NA,1,1
Richard Mullins,NA,NA,NA,1,1
Richard Owen,NA,"1,804","1,892",1,1
Richard Peck,NA,NA,NA,,3
Richard Peek,NA,NA,NA,,3
Richard Rayley,NA,NA,NA,1,1
Richard Reeve,NA,NA,NA,1,1
Richard S Cunliffe,NA,NA,"1,879",1,1
Richard Smith,1,NA,NA,,3
Richard Stephens jnr Taylor,NA,"1,843","1,928",1,1
Richard Sterry,1,NA,NA,,3
Richard Temple,NA,"1,826","1,902",1,1
Richard Thomas Gore,NA,"1,799","1,881",1,1
Richard Thompson Reep,NA,"1,807","1,894",1,1
Richard Tonson Evanson,NA,"1,800","1,871",1,1
Richard Trygarn Griffith,NA,"1,788","1,866",1,1
Richard Veale,1,NA,NA,,3
Richard Wellesley Rothman,NA,NA,"1,856",1,1
Rienzi G Walton,NA,"1,842","1,900",1,1
Robert  Herman Schomburgk,NA,"1,804","1,865",1,1
Robert A Drew,NA,NA,"1,868",1,1
Robert Barclay,1,NA,NA,,3
Robert Baring,NA,NA,NA,1,1
Robert Barkley Shaw,NA,"1,839","1,879",1,1
Robert Barnewall,NA,NA,NA,1,1
Robert Bell,NA,NA,NA,1,1
Robert Bevan,1,NA,NA,,3
Robert Bowie,NA,NA,NA,1,1
Robert Brewin,1,NA,NA,,3
Robert Brisco Owen,NA,"1,799","1,883",1,1
Robert Bruce,NA,NA,NA,1,1
Robert C Marsden,NA,NA,"1,865",1,1
Robert Caesar Childers,NA,"1,838","1,876",1,1
Robert Campbell,NA,"1,829","1,884",1,1
Robert Carr Woods,NA,"1,816","1,875",1,1
Robert Carrington,NA,NA,NA,1,1
Robert Charleton,1,NA,NA,,3
Robert Clarke,NA,NA,NA,1,1
Robert Crawford,NA,NA,NA,1,1
Robert Dukinfield Darbishire,NA,"1,826","1,908",1,1
Robert Dunn,NA,"1,799","1,877",1,1
Robert Dyce,NA,"1,798","1,869",1,1
Robert Eadie,NA,NA,NA,1,1
Robert Fischer,NA,NA,"1,911",1,1
Robert Fitzroy,NA,"1,805","1,865",1,1
Robert Forster,1,NA,NA,,3
Robert G Moger,NA,NA,NA,1,1
Robert Gordon Latham,NA,"1,812","1,888",1,1
Robert H Penney,1,NA,NA,,3
Robert Harding,1,NA,NA,,3
Robert Henderson,NA,"1,811","1,871",1,1
Robert Hepburn,NA,NA,NA,1,1
Robert Hollond,NA,"1,808","1,877",1,1
Robert Horne,1,NA,NA,,3
Robert Howard,1,NA,NA,,3
Robert Ingam,NA,NA,NA,,3
Robert Ingham,NA,"1,793","1,875",1,1
Robert James Mann,NA,"1,817","1,886",1,1
Robert Jones,NA,NA,NA,1,1
Robert Jowett (2),1,NA,NA,,3
Robert Jun Alsop,1,NA,NA,,2
Robert K Cobbold,NA,NA,NA,,3
Robert Knox,NA,"1,791","1,862",1,1
Robert Liveing,NA,"1,834","1,919",1,1
Robert Lucas Nash,NA,"1,818","1,871",1,1
Robert Lush,NA,NA,NA,,3
Robert M Inman,NA,NA,NA,1,1
Robert Marshall,NA,NA,NA,1,1
Robert Menzies,NA,NA,NA,1,1
Robert Mortimer Montgomery,NA,NA,NA,1,1
Robert Nicholas Fowler,1,"1,828","1,891",1,1
Robert Paterson,NA,"1,814","1,889",1,1
Robert Peel,NA,"1,838","1,894",1,1
Robert Pulsford,NA,"1,815","1,888",1,1
Robert Ransome,1,NA,NA,,3
Robert Reid Kirkwood,NA,NA,NA,1,1
Robert S Newton,NA,NA,NA,1,1
Robert S Scott,NA,NA,NA,1,1
Robert Scott,NA,NA,NA,1,1
Robert Sessions,1,NA,NA,,3
Robert Sidney Stone,NA,"1,841",NA,1,1
Robert Simpson,1,NA,NA,,3
Robert Stirling (1) Newall,NA,"1,812","1,889",1,1
Robert Swinhoe,NA,"1,836","1,877",1,1
Robert Tait,NA,"1,816","1,897",1,1
Robert Thin,NA,"1,843","1,867",1,1
Robert Tindall,1,NA,NA,,3
Robert Walker,NA,"1,823","1,894",1,1
Robert Walker Childs,NA,NA,NA,1,1
Robert Waters Moore,NA,"1,819","1,884",1,1
Robert Watt,NA,NA,NA,1,1
Robert Were Fox,1,NA,NA,,3
Robert Wood,NA,NA,"1,877",1,1
Robert Wright,NA,NA,NA,1,1
Robert Younge,NA,"1,801","1,874",1,1
Robinson Hudson,NA,NA,"1,867",1,1
Roden Noel,NA,"1,834","1,894",1,1
Roderick Impey Murchison,NA,"1,792","1,871",1,1
Rodolph Arundell,NA,"1,837","1,877",1,1
Romania,,,,,
Rowland Hamilton,NA,NA,NA,1,1
Royal Academy,,,,,
Royal Academy of Sciences,,,,,
Royal Agricultural Society,,,,,
Royal Albert Yacht Club,,,,,
Royal Archaeological Institute,,,,,
Royal Asiatic Society,,,,,
Royal Astronomical Society,,,,,
Royal Botanic Society of London,,,,,
Royal Canadian Institute,,,,,
Royal College of Physicians,,,,,
Royal College of Physicians Edinburgh,,,,,
Royal College of Surgeons,,,,,
Royal College of Surgeons Edinburgh,,,,,
Royal College of Surgeons Ireland,,,,,
Royal Colonial Institute,,,,,
Royal Geographical Society,,,,,
Royal Geological Society of Cornwall,,,,,
Royal Historical Society,,,,,
Royal Historical and Archaeological Association of Ireland,,,,,
Royal Horticultural Society of London,,,,,
Royal Institute of British Architects,,,,,
Royal Institute of the Netherlands,,,,,
Royal Institution,,,,,
Royal Irish Academy,,,,,
Royal Medical Society of Berlin,,,,,
Royal Medical and Chirurgical Society,,,,,
Royal Meteorological Society,,,,,
Royal Microscopical Society,,,,,
Royal Norwegian Society of Sciences in Trondheim,,,,,
Royal Numismatic Society,,,,,
Royal Pharmaceutical Society,,,,,
Royal Scottish Academy,,,,,
Royal Scottish Geographical Society,,,,,
Royal Scottish Society of Arts,,,,,
Royal Scottish Society of Painters in Water Colours,,,,,
Royal Societies Club,,,,,
Royal Society,,,,,
"Royal Society for the Encouragement of Arts, Manufactures and Commerce",,,,,
Royal Society for the Prevention of Cruelty to Animals,,,,,
Royal Society of Arts,,,,,
Royal Society of British Sculptors,,,,,
Royal Society of Canada,,,,,
Royal Society of Edinburgh,,,,,
Royal Society of Literature,,,,,
Royal Society of New South Wales,,,,,
Royal Society of Northern Antiquities,,,,,
Royal Society of Northern Antiquities Copenhagen,,,,,
Royal Society of Tasmania,,,,,
Royal Society of Victoria,,,,,
Royal Statistical Society,,,,,
Royal United Service Institution,,,,,
Royal Victoria Yacht Club,,,,,
Rudolph Virchow,NA,"1,821","1,902",1,1
Rudolph Wagner,NA,"1,805","1,864",1,1
Ruler,,,,,
Russia,,,,,
Russian Entomological Society,,,,,
Russian Geographic Society,,,,,
Russian Geographical Society,,,,,
Rutherford Alcock,NA,"1,809","1,897",1,1
Ryves William Graves,NA,NA,"1,882",1,1
S  Edwin Collingwood,NA,NA,NA,1,1
S  Smith Travers,NA,"1,826","1,888",1,1
S  Stafford Allen,1,"1,840","1,870",1,1
S A Jeffries,NA,NA,NA,,3
S Allen,NA,NA,NA,,3
S Allen (2),NA,NA,NA,,3
S Backhouse,NA,NA,NA,,3
S Baker,1,NA,NA,,3
S Barter,1,NA,NA,,3
S Beale,NA,NA,NA,,3
S Birchall,1,NA,NA,,3
S Braithwaite,1,NA,NA,,3
S E E Bell,NA,NA,NA,,3
S F Simonson,NA,NA,NA,1,1
S F Woolmer,NA,NA,NA,,3
S G F Perry,NA,NA,NA,1,1
S G Montrou,NA,NA,NA,,3
S G Morton,NA,NA,NA,,3
S H Fisher,1,NA,NA,,3
S Hedley,NA,NA,NA,,3
S Horman-Fisher,1,NA,NA,,3
S J Abington,NA,NA,NA,,3
S J Da Costa,NA,NA,NA,1,1
S J James,NA,NA,NA,,3
S Lloyd,1,NA,NA,,3
S Lushington,NA,NA,NA,,3
S Marsden,NA,NA,NA,,3
S Rickman,1,NA,NA,,3
S S Bell,1,NA,NA,,3
S Saunders,NA,NA,NA,,3
S Scatterthwaite,1,NA,NA,,3
S Stratford,NA,NA,NA,1,1
S W D Williams,NA,NA,NA,1,1
S W King,NA,NA,NA,1,1
S W Wright,1,NA,NA,,3
S Wilkin,NA,NA,NA,,3
Sa Bandeira,NA,NA,NA,,3
Saint Petersburg Academy of Sciences,,,,,
Sampson Roch,NA,"1,829","1,906",1,1
Samuel Allen,1,NA,NA,,3
